Date	City	Kilometers
2019-09-15	WZ	53
2019-09-15	X8	33
2019-09-15	EA	10
2019-09-15	EP	15
2019-09-15	SW	21
2019-09-15	80	66
2019-09-15	ON	53
2019-09-15	NH	7
2019-09-15	1J	27
2019-09-15	F8	3
2019-09-15	J6	2
2019-09-15	5E	6
2019-09-15	NY	45
2019-09-15	XK	4
2019-09-16	A9	41
2019-09-16	L2	4
2019-09-16	BU	25
2019-09-16	LW	12
2019-09-16	9F	36
2019-09-16	4W	12
2019-09-16	FQ	12
2019-09-16	0T	19
2019-09-16	XY	45
2019-09-16	N5	46
2019-09-16	OV	34
2019-09-16	WB	12
2019-09-16	15	51
2019-09-16	LF	44
2019-09-16	2B	30
2019-09-16	RV	52
2019-09-16	K8	37
2019-09-16	8Q	6
2019-09-16	FB	1
2019-09-16	23	35
2019-09-16	51	1
2019-09-16	C1	14
2019-09-16	GG	26
2019-09-16	UM	20
2019-09-17	EA	28
2019-09-17	IJ	13
2019-09-17	1Z	8
2019-09-17	93	31
2019-09-17	DO	39
2019-09-17	QS	17
2019-09-17	H2	42
2019-09-17	93	14
2019-09-17	Z3	33
2019-09-17	D7	18
2019-09-17	RO	38
2019-09-17	8Q	24
2019-09-17	U8	4
2019-09-17	IV	18
2019-09-17	AX	6
2019-09-17	Q7	17
2019-09-17	Y9	10
2019-09-17	0F	28
2019-09-17	TS	49
2019-09-17	YO	1
2019-09-17	BL	26
2019-09-17	MW	22
2019-09-17	FF	24
2019-09-17	WE	16
2019-09-18	DY	1
2019-09-18	24	55
2019-09-18	FZ	58
2019-09-18	KJ	11
2019-09-18	OP	10
2019-09-18	6M	28
2019-09-18	TA	18
2019-09-18	D8	25
2019-09-18	GQ	28
2019-09-18	QU	14
2019-09-18	VI	7
2019-09-18	YI	3
2019-09-18	LE	17
2019-09-18	JS	12
2019-09-18	0T	25
2019-09-18	WI	28
2019-09-18	RM	1
2019-09-18	0H	39
2019-09-18	CH	19
2019-09-18	P3	8
2019-09-18	UI	27
2019-09-18	TV	12
2019-09-18	16	67
2019-09-18	MH	46
2019-09-19	ZP	21
2019-09-19	EJ	27
2019-09-19	VH	15
2019-09-19	6D	36
2019-09-19	TL	38
2019-09-19	0B	46
2019-09-19	CP	33
2019-09-19	W0	12
2019-09-19	CM	9
2019-09-19	JV	16
2019-09-19	LH	12
2019-09-19	CE	12
2019-09-19	YP	33
2019-09-19	1D	52
2019-09-19	MM	37
2019-09-19	2E	35
2019-09-19	0Q	10
2019-09-19	PN	29
2019-09-19	2K	33
2019-09-19	5L	4
2019-09-19	K4	2
2019-09-19	G1	7
2019-09-19	0M	5
2019-09-19	99	11
2019-09-20	QH	39
2019-09-20	SQ	11
2019-09-20	YG	4
2019-09-20	PN	2
2019-09-20	2X	20
2019-09-20	VD	16
2019-09-20	H6	28
2019-09-20	PN	32
2019-09-20	3A	42
2019-09-20	C9	8
2019-09-20	QG	28
2019-09-20	KY	12
2019-09-20	ME	18
2019-09-20	PV	20
2019-09-20	NL	12
2019-09-20	EV	1
2019-09-20	39	47
2019-09-20	P4	24
2019-09-20	VD	22
2019-09-20	BG	17
2019-09-20	U2	2
2019-09-20	JY	28
2019-09-20	92	56
2019-09-20	YF	52
2019-09-21	BZ	3
2019-09-21	LY	9
2019-09-21	1C	49
2019-09-21	Q4	17
2019-09-21	BO	12
2019-09-21	A0	32
2019-09-21	5M	17
2019-09-21	0R	0
2019-09-21	C6	9
2019-09-21	4K	6
2019-09-21	T6	11
2019-09-21	FC	1
2019-09-21	GX	22
2019-09-21	A4	42
2019-09-21	71	13
2019-09-21	I4	21
2019-09-21	23	24
2019-09-21	DX	55
2019-09-21	J5	29
2019-09-21	8E	2
2019-09-21	M8	8
2019-09-21	BH	5
2019-09-21	7O	4
2019-09-21	NP	24
2019-09-22	9Y	12
2019-09-22	VJ	14
2019-09-22	RH	6
2019-09-22	4Y	13
2019-09-22	QK	15
2019-09-22	AS	8
2019-09-22	IJ	1
2019-09-22	K0	24
2019-09-22	61	20
2019-09-22	PI	50
2019-09-22	U3	17
2019-09-22	EU	18
2019-09-22	8G	27
2019-09-22	GP	24
2019-09-22	8G	24
2019-09-22	IL	22
2019-09-22	92	42
2019-09-22	0R	23
2019-09-22	DM	15
2019-09-22	YK	19
2019-09-22	5X	23
2019-09-22	WP	26
2019-09-22	2U	32
2019-09-22	KO	19
2019-09-23	4L	26
2019-09-23	VH	30
2019-09-23	WP	9
2019-09-23	YA	13
2019-09-23	DA	21
2019-09-23	1W	3
2019-09-23	C2	19
2019-09-23	5I	9
2019-09-23	6F	2
2019-09-23	TR	42
2019-09-23	0V	32
2019-09-23	A4	17
2019-09-23	9M	17
2019-09-23	HO	17
2019-09-23	N8	17
2019-09-23	0P	6
2019-09-23	NB	16
2019-09-23	54	39
2019-09-23	99	9
2019-09-23	7K	16
2019-09-23	LG	17
2019-09-23	X7	4
2019-09-23	BD	9
2019-09-23	PE	15
2019-09-24	M4	20
2019-09-24	KC	13
2019-09-24	RM	17
2019-09-24	43	56
2019-09-24	AL	38
2019-09-24	NC	4
2019-09-24	TY	28
2019-09-24	XX	3
2019-09-24	PJ	22
2019-09-24	24	52
2019-09-24	BW	51
2019-09-24	RI	2
2019-09-24	G9	27
2019-09-24	Q5	6
2019-09-24	AR	13
2019-09-24	DO	0
2019-09-24	M8	14
2019-09-24	75	25
2019-09-24	6V	32
2019-09-24	JL	10
2019-09-24	31	50
2019-09-24	SX	71
2019-09-24	5J	44
2019-09-24	AD	6
2019-09-25	KU	27
2019-09-25	9Z	13
2019-09-25	S1	15
2019-09-25	AD	1
2019-09-25	LH	15
2019-09-25	RR	16
2019-09-25	SD	13
2019-09-25	Y7	7
2019-09-25	5Q	10
2019-09-25	OV	31
2019-09-25	1J	42
2019-09-25	W3	15
2019-09-25	IZ	25
2019-09-25	YS	9
2019-09-25	EK	28
2019-09-25	SP	19
2019-09-25	DU	10
2019-09-25	8W	10
2019-09-25	J2	19
2019-09-25	1H	3
2019-09-25	9O	15
2019-09-25	SG	18
2019-09-25	HY	7
2019-09-25	GK	15
2019-09-26	T7	7
2019-09-26	TL	21
2019-09-26	1Y	22
2019-09-26	MU	24
2019-09-26	51	60
2019-09-26	30	3
2019-09-26	XX	77
2019-09-26	QP	15
2019-09-26	S5	25
2019-09-26	58	27
2019-09-26	C3	9
2019-09-26	KU	42
2019-09-26	8B	38
2019-09-26	X0	14
2019-09-26	6C	15
2019-09-26	IW	39
2019-09-26	OW	6
2019-09-26	OK	12
2019-09-26	TG	1
2019-09-26	6P	21
2019-09-26	9L	1
2019-09-26	DQ	16
2019-09-26	DD	13
2019-09-26	DG	3
2019-09-27	XQ	30
2019-09-27	EE	31
2019-09-27	0A	25
2019-09-27	YW	63
2019-09-27	M1	50
2019-09-27	AO	18
2019-09-27	U3	8
2019-09-27	PL	20
2019-09-27	JE	13
2019-09-27	CQ	5
2019-09-27	T8	8
2019-09-27	WB	13
2019-09-27	D1	36
2019-09-27	Y5	25
2019-09-27	EX	15
2019-09-27	W4	18
2019-09-27	N1	12
2019-09-27	U3	9
2019-09-27	M9	2
2019-09-27	8U	7
2019-09-27	U5	3
2019-09-27	WB	15
2019-09-27	LH	5
2019-09-27	O0	21
2019-09-28	IN	24
2019-09-28	PM	6
2019-09-28	6B	37
2019-09-28	RC	29
2019-09-28	YV	26
2019-09-28	8A	54
2019-09-28	0H	1
2019-09-28	T3	15
2019-09-28	7V	6
2019-09-28	T2	7
2019-09-28	E5	12
2019-09-28	1U	12
2019-09-28	Q5	0
2019-09-28	TM	27
2019-09-28	J8	31
2019-09-28	R1	1
2019-09-28	KT	28
2019-09-28	ET	6
2019-09-28	V4	15
2019-09-28	3B	21
2019-09-28	DA	16
2019-09-28	HV	25
2019-09-28	7C	36
2019-09-28	KZ	43
2019-09-29	TA	16
2019-09-29	6V	9
2019-09-29	LP	16
2019-09-29	UV	15
2019-09-29	0W	36
2019-09-29	IC	5
2019-09-29	HC	1
2019-09-29	0C	24
2019-09-29	NF	33
2019-09-29	TT	20
2019-09-29	SD	17
2019-09-29	XI	10
2019-09-29	OM	5
2019-09-29	S3	22
2019-09-29	KJ	15
2019-09-29	QE	1
2019-09-29	PB	4
2019-09-29	RB	2
2019-09-29	D2	30
2019-09-29	AK	22
2019-09-29	1J	17
2019-09-29	JE	20
2019-09-29	AA	13
2019-09-29	0X	6
2019-09-30	PL	20
2019-09-30	TE	3
2019-09-30	T7	14
2019-09-30	07	36
2019-09-30	FW	54
2019-09-30	8F	31
2019-09-30	Y2	13
2019-09-30	BI	0
2019-09-30	V7	2
2019-09-30	NH	9
2019-09-30	SO	12
2019-09-30	DQ	13
2019-09-30	0C	34
2019-09-30	CR	34
2019-09-30	QA	3
2019-09-30	6Z	2
2019-09-30	7S	6
2019-09-30	AN	5
2019-09-30	RL	15
2019-09-30	TC	7
2019-09-30	SM	9
2019-09-30	JP	6
2019-09-30	AK	14
2019-09-30	UH	17
2019-10-01	AX	4
2019-10-01	U1	19
2019-10-01	2U	1
2019-10-01	HA	2
2019-10-01	JP	17
2019-10-01	2V	18
2019-10-01	AG	0
2019-10-01	BK	5
2019-10-01	5I	15
2019-10-01	8O	9
2019-10-01	1P	6
2019-10-01	K3	3
2019-10-01	T6	12
2019-10-01	S9	2
2019-10-01	E6	17
2019-10-01	JO	30
2019-10-01	3P	22
2019-10-01	0S	0
2019-10-01	LL	21
2019-10-01	8A	31
2019-10-01	W8	22
2019-10-01	RV	25
2019-10-01	0Z	30
2019-10-01	MF	9
2019-10-02	A5	29
2019-10-02	ZM	49
2019-10-02	RG	14
2019-10-02	41	52
2019-10-02	37	5
2019-10-02	VE	49
2019-10-02	4Z	13
2019-10-02	R3	9
2019-10-02	MV	30
2019-10-02	9E	37
2019-10-02	70	23
2019-10-02	M3	25
2019-10-02	47	21
2019-10-02	SU	61
2019-10-02	YG	8
2019-10-02	1N	33
2019-10-02	ZW	50
2019-10-02	JC	36
2019-10-02	61	38
2019-10-02	IE	39
2019-10-02	Q0	13
2019-10-02	C4	10
2019-10-02	RD	31
2019-10-02	2I	27
2019-10-03	ZG	38
2019-10-03	HE	20
2019-10-03	ZX	37
2019-10-03	0H	58
2019-10-03	UT	49
2019-10-03	X0	33
2019-10-03	GJ	9
2019-10-03	GH	2
2019-10-03	SI	13
2019-10-03	OQ	4
2019-10-03	LX	4
2019-10-03	9I	34
2019-10-03	U8	11
2019-10-03	EK	3
2019-10-03	K1	20
2019-10-03	78	13
2019-10-03	TI	46
2019-10-03	KG	11
2019-10-03	MY	20
2019-10-03	XS	5
2019-10-03	4Y	30
2019-10-03	N2	13
2019-10-03	SN	33
2019-10-03	8Y	16
2019-10-04	DQ	4
2019-10-04	EL	4
2019-10-04	SC	5
2019-10-04	15	48
2019-10-04	IW	58
2019-10-04	ZL	6
2019-10-04	6E	43
2019-10-04	ZV	53
2019-10-04	D7	53
2019-10-04	AW	29
2019-10-04	RN	8
2019-10-04	MK	8
2019-10-04	GZ	9
2019-10-04	KV	0
2019-10-04	GL	14
2019-10-04	CO	1
2019-10-04	MT	15
2019-10-04	1C	45
2019-10-04	BM	27
2019-10-04	OR	18
2019-10-04	RX	9
2019-10-04	I4	45
2019-10-04	9I	5
2019-10-04	LY	35
2019-10-05	J2	41
2019-10-05	33	22
2019-10-05	AM	40
2019-10-05	JK	7
2019-10-05	ZY	30
2019-10-05	A4	62
2019-10-05	CW	37
2019-10-05	H8	26
2019-10-05	20	30
2019-10-05	XG	61
2019-10-05	3M	31
2019-10-05	RJ	28
2019-10-05	5G	32
2019-10-05	B3	7
2019-10-05	TA	32
2019-10-05	UO	15
2019-10-05	FN	16
2019-10-05	BH	10
2019-10-05	F8	12
2019-10-05	FA	9
2019-10-05	X9	10
2019-10-05	3G	23
2019-10-05	YE	36
2019-10-05	FQ	7
2019-10-06	IO	1
2019-10-06	EC	16
2019-10-06	FK	9
2019-10-06	XB	9
2019-10-06	O8	19
2019-10-06	UL	26
2019-10-06	FE	22
2019-10-06	X3	0
2019-10-06	TA	10
2019-10-06	EP	0
2019-10-06	YC	7
2019-10-06	2K	31
2019-10-06	YN	42
2019-10-06	L0	43
2019-10-06	OH	27
2019-10-06	LI	2
2019-10-06	ER	2
2019-10-06	S9	11
2019-10-06	VQ	27
2019-10-06	GT	12
2019-10-06	3G	33
2019-10-06	7G	4
2019-10-06	AX	27
2019-10-06	N1	26
2019-10-07	K3	1
2019-10-07	CF	11
2019-10-07	W0	2
2019-10-07	LG	12
2019-10-07	D0	31
2019-10-07	QR	47
2019-10-07	PP	3
2019-10-07	NJ	8
2019-10-07	67	43
2019-10-07	3Q	23
2019-10-07	FI	11
2019-10-07	OZ	26
2019-10-07	GI	25
2019-10-07	Q0	15
2019-10-07	A4	12
2019-10-07	VN	47
2019-10-07	9R	25
2019-10-07	9J	8
2019-10-07	4X	9
2019-10-07	4O	9
2019-10-07	3G	9
2019-10-07	K1	2
2019-10-07	PZ	46
2019-10-07	YN	3
2019-10-08	UN	4
2019-10-08	VB	11
2019-10-08	4T	16
2019-10-08	2F	16
2019-10-08	5M	10
2019-10-08	3H	7
2019-10-08	FY	36
2019-10-08	YH	2
2019-10-08	G8	34
2019-10-08	UI	31
2019-10-08	JB	18
2019-10-08	25	37
2019-10-08	GN	46
2019-10-08	XF	9
2019-10-08	LB	16
2019-10-08	29	35
2019-10-08	HO	44
2019-10-08	1P	22
2019-10-08	XI	32
2019-10-08	PE	12
2019-10-08	7Y	5
2019-10-08	Q4	11
2019-10-08	Q8	4
2019-10-08	NJ	15
2019-10-09	XS	19
2019-10-09	5C	51
2019-10-09	45	15
2019-10-09	0K	18
2019-10-09	S9	17
2019-10-09	J0	18
2019-10-09	00	26
2019-10-09	AS	52
2019-10-09	8O	13
2019-10-09	3Z	6
2019-10-09	IQ	13
2019-10-09	YO	14
2019-10-09	XW	7
2019-10-09	SD	24
2019-10-09	IA	13
2019-10-09	3H	15
2019-10-09	FA	12
2019-10-09	FG	6
2019-10-09	UC	11
2019-10-09	1V	17
2019-10-09	FV	21
2019-10-09	LD	12
2019-10-09	60	42
2019-10-09	VM	61
2019-10-10	NK	10
2019-10-10	QT	12
2019-10-10	OH	14
2019-10-10	SL	8
2019-10-10	96	48
2019-10-10	Z6	33
2019-10-10	7C	22
2019-10-10	YZ	57
2019-10-10	VY	4
2019-10-10	GU	19
2019-10-10	4B	38
2019-10-10	Y3	22
2019-10-10	S8	1
2019-10-10	MT	22
2019-10-10	7G	35
2019-10-10	OL	29
2019-10-10	ED	18
2019-10-10	UW	35
2019-10-10	QQ	10
2019-10-10	WX	13
2019-10-10	XE	18
2019-10-10	WE	1
2019-10-10	Q9	18
2019-10-10	BP	8
2019-10-11	AG	10
2019-10-11	5V	3
2019-10-11	N3	10
2019-10-11	MZ	38
2019-10-11	CG	29
2019-10-11	SW	32
2019-10-11	G7	44
2019-10-11	MY	40
2019-10-11	KM	14
2019-10-11	0S	21
2019-10-11	SY	41
2019-10-11	AS	24
2019-10-11	6B	28
2019-10-11	F2	0
2019-10-11	65	13
2019-10-11	M3	21
2019-10-11	D1	11
2019-10-11	C6	4
2019-10-11	HG	22
2019-10-11	YX	34
2019-10-11	3R	44
2019-10-11	UV	38
2019-10-11	4V	33
2019-10-11	GP	13
2019-10-12	EJ	8
2019-10-12	YF	16
2019-10-12	ZX	19
2019-10-12	LM	25
2019-10-12	C9	29
2019-10-12	P8	12
2019-10-12	RA	11
2019-10-12	G4	24
2019-10-12	77	13
2019-10-12	UR	57
2019-10-12	9U	25
2019-10-12	PG	9
2019-10-12	5H	26
2019-10-12	GD	14
2019-10-12	F1	20
2019-10-12	BY	36
2019-10-12	8O	20
2019-10-12	2S	2
2019-10-12	XE	24
2019-10-12	MU	5
2019-10-12	IG	18
2019-10-12	SC	6
2019-10-12	HQ	3
2019-10-12	9Q	15
2019-10-13	QK	18
2019-10-13	07	53
2019-10-13	40	3
2019-10-13	SC	50
2019-10-13	XE	7
2019-10-13	57	49
2019-10-13	I0	13
2019-10-13	IP	32
2019-10-13	UT	16
2019-10-13	MW	5
2019-10-13	CM	20
2019-10-13	K6	15
2019-10-13	YL	36
2019-10-13	LK	14
2019-10-13	X6	9
2019-10-13	0F	24
2019-10-13	FJ	26
2019-10-13	O1	16
2019-10-13	GR	25
2019-10-13	Y0	16
2019-10-13	WF	20
2019-10-13	FW	0
2019-10-13	4L	29
2019-10-13	EA	6
2019-10-14	BF	2
2019-10-14	OH	15
2019-10-14	40	51
2019-10-14	FG	41
2019-10-14	IQ	13
2019-10-14	D7	31
2019-10-14	A9	1
2019-10-14	60	20
2019-10-14	QW	66
2019-10-14	GY	8
2019-10-14	JY	3
2019-10-14	O9	27
2019-10-14	YA	18
2019-10-14	LW	9
2019-10-14	5C	43
2019-10-14	7D	3
2019-10-14	1K	1
2019-10-14	6N	8
2019-10-14	FE	7
2019-10-14	LU	22
2019-10-14	3D	42
2019-10-14	MI	31
2019-10-14	CO	4
2019-10-14	IQ	8
2019-10-15	VF	2
2019-10-15	69	45
2019-10-15	OQ	49
2019-10-15	9G	32
2019-10-15	79	16
2019-10-15	RK	45
2019-10-15	LG	10
2019-10-15	O9	11
2019-10-15	YY	42
2019-10-15	2C	61
2019-10-15	ZA	38
2019-10-15	Z6	11
2019-10-15	4D	24
2019-10-15	XN	46
2019-10-15	WR	3
2019-10-15	TB	19
2019-10-15	UG	6
2019-10-15	C3	38
2019-10-15	CN	27
2019-10-15	AJ	6
2019-10-15	ZB	17
2019-10-15	TZ	18
2019-10-15	PI	21
2019-10-15	L0	29
2019-10-16	FS	29
2019-10-16	IV	6
2019-10-16	F4	37
2019-10-16	75	14
2019-10-16	N2	20
2019-10-16	JQ	27
2019-10-16	9P	18
2019-10-16	Q4	4
2019-10-16	6K	4
2019-10-16	93	21
2019-10-16	EC	28
2019-10-16	VR	32
2019-10-16	P8	32
2019-10-16	ZY	43
2019-10-16	4Q	46
2019-10-16	J8	3
2019-10-16	BM	13
2019-10-16	KH	4
2019-10-16	4D	27
2019-10-16	PB	26
2019-10-16	2W	9
2019-10-16	I5	11
2019-10-16	3Z	15
2019-10-16	A9	19
2019-10-17	8T	18
2019-10-17	KP	15
2019-10-17	AM	13
2019-10-17	ZW	35
2019-10-17	YD	20
2019-10-17	HO	6
2019-10-17	IN	0
2019-10-17	I7	23
2019-10-17	KG	18
2019-10-17	20	48
2019-10-17	81	7
2019-10-17	H0	15
2019-10-17	MS	40
2019-10-17	S3	26
2019-10-17	YD	23
2019-10-17	G5	33
2019-10-17	GL	23
2019-10-17	BQ	0
2019-10-17	G5	23
2019-10-17	F6	0
2019-10-17	IK	24
2019-10-17	BL	6
2019-10-17	SQ	22
2019-10-17	1Z	25
2019-10-18	GR	14
2019-10-18	E0	36
2019-10-18	TG	38
2019-10-18	PK	0
2019-10-18	ZK	10
2019-10-18	F5	42
2019-10-18	ZU	52
2019-10-18	P6	41
2019-10-18	9F	7
2019-10-18	5L	2
2019-10-18	DC	6
2019-10-18	MP	22
2019-10-18	57	49
2019-10-18	TE	45
2019-10-18	TR	13
2019-10-18	GL	19
2019-10-18	S9	7
2019-10-18	3R	7
2019-10-18	V9	10
2019-10-18	KZ	22
2019-10-18	12	66
2019-10-18	PL	57
2019-10-18	PR	6
2019-10-18	KB	21
2019-10-19	L7	10
2019-10-19	DY	26
2019-10-19	SO	5
2019-10-19	4D	42
2019-10-19	Y5	22
2019-10-19	ZM	25
2019-10-19	1T	34
2019-10-19	1P	4
2019-10-19	0G	10
2019-10-19	SC	31
2019-10-19	W5	10
2019-10-19	0P	12
2019-10-19	71	24
2019-10-19	5J	23
2019-10-19	S8	12
2019-10-19	EN	8
2019-10-19	ET	6
2019-10-19	16	50
2019-10-19	D9	22
2019-10-19	Y5	17
2019-10-19	RX	28
2019-10-19	XU	3
2019-10-19	8H	45
2019-10-19	TJ	30
2019-10-20	47	51
2019-10-20	ZW	70
2019-10-20	2G	56
2019-10-20	XL	43
2019-10-20	E9	38
2019-10-20	6A	7
2019-10-20	TG	36
2019-10-20	60	53
2019-10-20	DE	35
2019-10-20	0D	21
2019-10-20	KF	29
2019-10-20	G3	23
2019-10-20	YI	40
2019-10-20	G9	34
2019-10-20	R3	5
2019-10-20	UJ	26
2019-10-20	JM	8
2019-10-20	J9	20
2019-10-20	8P	5
2019-10-20	0L	12
2019-10-20	AI	14
2019-10-20	YA	16
2019-10-20	N0	28
2019-10-20	L4	2
2019-10-21	UG	28
2019-10-21	I5	30
2019-10-21	AH	11
2019-10-21	XX	39
2019-10-21	JD	34
2019-10-21	UV	29
2019-10-21	1Y	33
2019-10-21	K1	14
2019-10-21	61	21
2019-10-21	0N	23
2019-10-21	N5	5
2019-10-21	87	20
2019-10-21	3S	23
2019-10-21	CC	0
2019-10-21	6W	7
2019-10-21	BG	4
2019-10-21	CP	10
2019-10-21	28	41
2019-10-21	2V	30
2019-10-21	AX	17
2019-10-21	OJ	0
2019-10-21	81	48
2019-10-21	QR	58
2019-10-21	AX	10
2019-10-22	1K	29
2019-10-22	69	13
2019-10-22	9N	24
2019-10-22	J4	9
2019-10-22	W0	9
2019-10-22	RR	29
2019-10-22	QJ	9
2019-10-22	75	47
2019-10-22	H4	16
2019-10-22	II	22
2019-10-22	W2	9
2019-10-22	IP	16
2019-10-22	VH	5
2019-10-22	YR	13
2019-10-22	VY	4
2019-10-22	9Q	37
2019-10-22	C8	15
2019-10-22	9N	12
2019-10-22	GO	15
2019-10-22	ID	9
2019-10-22	28	35
2019-10-22	97	6
2019-10-22	8M	21
2019-10-22	6X	9
2019-10-23	VT	28
2019-10-23	52	67
2019-10-23	DM	42
2019-10-23	AA	15
2019-10-23	AP	15
2019-10-23	CV	8
2019-10-23	IY	9
2019-10-23	1E	44
2019-10-23	UF	37
2019-10-23	HM	6
2019-10-23	JW	12
2019-10-23	V4	23
2019-10-23	A2	23
2019-10-23	91	9
2019-10-23	FP	44
2019-10-23	71	46
2019-10-23	NO	53
2019-10-23	VG	0
2019-10-23	C3	39
2019-10-23	TW	53
2019-10-23	BD	37
2019-10-23	R3	1
2019-10-23	HK	14
2019-10-23	SZ	26
2019-10-24	CF	36
2019-10-24	LT	23
2019-10-24	BQ	13
2019-10-24	YA	7
2019-10-24	9H	25
2019-10-24	F0	11
2019-10-24	BZ	38
2019-10-24	E5	34
2019-10-24	4A	5
2019-10-24	0L	7
2019-10-24	TC	27
2019-10-24	4Z	9
2019-10-24	AG	6
2019-10-24	TF	18
2019-10-24	CO	8
2019-10-24	LZ	20
2019-10-24	37	60
2019-10-24	VC	47
2019-10-24	70	50
2019-10-24	IJ	44
2019-10-24	QX	22
2019-10-24	RH	15
2019-10-24	81	49
2019-10-24	4W	34
2019-10-25	S5	3
2019-10-25	W0	1
2019-10-25	96	24
2019-10-25	NV	53
2019-10-25	T3	29
2019-10-25	8M	2
2019-10-25	T9	8
2019-10-25	IW	19
2019-10-25	WF	3
2019-10-25	Q0	28
2019-10-25	JN	23
2019-10-25	C7	30
2019-10-25	RZ	50
2019-10-25	9J	41
2019-10-25	7M	1
2019-10-25	T8	8
2019-10-25	XB	14
2019-10-25	V6	14
2019-10-25	ML	13
2019-10-25	D0	37
2019-10-25	E8	9
2019-10-25	UK	35
2019-10-25	2W	23
2019-10-25	3J	12
2019-10-26	AJ	14
2019-10-26	N0	13
2019-10-26	BE	9
2019-10-26	NP	23
2019-10-26	ET	5
2019-10-26	GV	4
2019-10-26	V8	15
2019-10-26	S8	3
2019-10-26	KZ	26
2019-10-26	5M	35
2019-10-26	YC	26
2019-10-26	IL	7
2019-10-26	U8	8
2019-10-26	OM	15
2019-10-26	VC	3
2019-10-26	L8	21
2019-10-26	BG	5
2019-10-26	WX	38
2019-10-26	03	76
2019-10-26	83	8
2019-10-26	PH	45
2019-10-26	Q4	19
2019-10-26	XK	30
2019-10-26	IZ	0
2019-10-27	H5	38
2019-10-27	M8	8
2019-10-27	9W	11
2019-10-27	F0	26
2019-10-27	98	5
2019-10-27	7N	20
2019-10-27	YN	34
2019-10-27	KZ	2
2019-10-27	TO	2
2019-10-27	EQ	13
2019-10-27	XJ	12
2019-10-27	A4	45
2019-10-27	CH	22
2019-10-27	M2	12
2019-10-27	BH	11
2019-10-27	E7	14
2019-10-27	3T	11
2019-10-27	6X	7
2019-10-27	XL	22
2019-10-27	K0	41
2019-10-27	BJ	17
2019-10-27	XS	31
2019-10-27	9Y	25
2019-10-27	FW	11
2019-10-28	PT	7
2019-10-28	TK	5
2019-10-28	UH	2
2019-10-28	U3	21
2019-10-28	LV	26
2019-10-28	82	56
2019-10-28	R1	25
2019-10-28	L2	5
2019-10-28	GB	11
2019-10-28	6S	0
2019-10-28	4M	8
2019-10-28	CS	21
2019-10-28	ZH	12
2019-10-28	WV	11
2019-10-28	R0	43
2019-10-28	6N	2
2019-10-28	EE	6
2019-10-28	T6	0
2019-10-28	OY	30
2019-10-28	FP	18
2019-10-28	AM	8
2019-10-28	4R	8
2019-10-28	W5	6
2019-10-28	I1	18
2019-10-29	IO	30
2019-10-29	CM	8
2019-10-29	XK	19
2019-10-29	VH	5
2019-10-29	MY	8
2019-10-29	YN	1
2019-10-29	G3	45
2019-10-29	27	17
2019-10-29	3Z	36
2019-10-29	UG	15
2019-10-29	H2	34
2019-10-29	2J	2
2019-10-29	46	18
2019-10-29	JY	57
2019-10-29	F4	41
2019-10-29	28	16
2019-10-29	I6	21
2019-10-29	LI	22
2019-10-29	52	46
2019-10-29	R8	35
2019-10-29	8M	5
2019-10-29	5Y	9
2019-10-29	PG	9
2019-10-29	ZI	12
2019-10-30	B0	49
2019-10-30	W7	28
2019-10-30	RK	15
2019-10-30	6R	21
2019-10-30	J0	14
2019-10-30	BY	33
2019-10-30	FS	2
2019-10-30	5Z	10
2019-10-30	BB	11
2019-10-30	5K	4
2019-10-30	I1	6
2019-10-30	PF	28
2019-10-30	H6	24
2019-10-30	44	22
2019-10-30	P6	30
2019-10-30	SJ	23
2019-10-30	VH	1
2019-10-30	86	48
2019-10-30	UT	59
2019-10-30	GM	21
2019-10-30	Z6	4
2019-10-30	LF	2
2019-10-30	OY	22
2019-10-30	IU	10
2019-10-31	7Q	22
2019-10-31	45	31
2019-10-31	YH	56
2019-10-31	7J	32
2019-10-31	XW	46
2019-10-31	MD	30
2019-10-31	4Y	4
2019-10-31	2X	3
2019-10-31	7F	13
2019-10-31	S9	15
2019-10-31	KX	23
2019-10-31	OW	3
2019-10-31	JE	23
2019-10-31	1Y	5
2019-10-31	UT	31
2019-10-31	9L	36
2019-10-31	WZ	44
2019-10-31	ZD	19
2019-10-31	HU	1
2019-10-31	XG	2
2019-10-31	3Y	19
2019-10-31	5Y	2
2019-10-31	AW	10
2019-10-31	C5	32
2019-11-01	BH	18
2019-11-01	L9	5
2019-11-01	NR	27
2019-11-01	HX	0
2019-11-01	SJ	3
2019-11-01	ZY	22
2019-11-01	1R	48
2019-11-01	FG	10
2019-11-01	3M	13
2019-11-01	0M	3
2019-11-01	HR	29
2019-11-01	AU	4
2019-11-01	0V	16
2019-11-01	K3	8
2019-11-01	C4	7
2019-11-01	77	9
2019-11-01	6I	17
2019-11-01	0A	14
2019-11-01	YG	47
2019-11-01	35	56
2019-11-01	U1	30
2019-11-01	BN	10
2019-11-01	61	41
2019-11-01	03	4
2019-11-02	SO	63
2019-11-02	P2	32
2019-11-02	CD	5
2019-11-02	78	24
2019-11-02	K7	19
2019-11-02	JA	9
2019-11-02	DL	5
2019-11-02	MS	16
2019-11-02	XG	1
2019-11-02	R6	23
2019-11-02	64	30
2019-11-02	FZ	54
2019-11-02	9O	24
2019-11-02	2E	17
2019-11-02	D2	1
2019-11-02	FT	36
2019-11-02	BR	6
2019-11-02	WT	23
2019-11-02	TZ	3
